"mean.gamma","mean.lambda","mean.p","sd.gam","sd.lam","sd.rho","model"
0.911406419282564,11.1342712863103,0.368785615987247,0.101166265440281,0.42605567293426,0.861596728562025,"BBMC"
0.910691593259437,10.79729517183,0.380565614661215,0.0953419138592529,0.417480925294522,0.877748336728609,"BRMC"
0.915877500529313,10.7966871903327,0.380549762872132,0.0953991090642917,0.417604622032671,0.877757173940729,"BUMC"
0.91493090638162,10.7968558135973,0.380550433604641,0.0953969766812538,0.417611760830659,0.877758639171855,"AUMC"
