"BMC","RMC","BUMC_M10","AUMC_M10","BUMC_M25","AUMC_M25","BUMC_M50","AUMC_M50","BUMC_M100","AUMC_M100","truth","metric","parameters","t"
3.69696593666747,3.6211774556482,3.61863291025811,3.62367023708339,3.61357228849966,3.6199826722654,3.6201749780636,3.62118807946263,3.61973876239982,3.61963205428461,3.74,"mean","betaP",25
1.03385968324541,1.03274005255422,1.04074754015514,1.03136704071146,1.04062516933814,1.03651151053725,1.03060069620127,1.03743579009645,1.02891593406291,1.03808968811553,1.5,"mean","betaPhi",25
-0.807804914231949,-0.81129462776464,-0.811518779264848,-0.810698626693811,-0.808388331425074,-0.818089805637058,-0.818426842339257,-0.80722861994609,-0.811245647168746,-0.812700523692946,-1.07,"mean","betaPsi",25
4.5134320899651,4.4759106419263,4.47401682452505,4.47401682452505,4.47401682452505,4.47401682452505,4.47401682452505,4.47401682452505,4.47401682452505,4.47401682452505,3,"mean","betaPSig",25
2.6116791891551,2.48935649599572,2.4897114601639,2.4897114601639,2.4897114601639,2.4897114601639,2.4897114601639,2.4897114601639,2.4897114601639,2.4897114601639,3,"mean","betaPsiSig",25
0.054857558639207,0.0530194404037121,0.0515381708732309,0.0515682567375039,0.0519954820484158,0.0516395360079013,0.0525666985186122,0.052109283908485,0.0529314222978174,0.0523974739792463,0.05,"mean","colonisationProb",25
0.156855986437643,0.17200148028169,0.252186722768524,0.256946493777069,0.229098376375346,0.247527096021357,0.207762713066444,0.220422363641236,0.184247387762896,0.193502287202268,NA,"sd","alphaP",25
0.175350826119082,0.173710096855979,0.337625688943148,0.340266009827735,0.303623215155745,0.307081337621837,0.251294251039936,0.293533522315602,0.224950819276381,0.257300878176336,NA,"sd","alphaPhi",25
0.648433457321436,0.663846062789818,0.722437378272927,0.727368964938437,0.709661607118643,0.706387264328559,0.682252507631019,0.701417449951216,0.675373237532263,0.688486690485138,NA,"sd","alphaPsi",25
1.53538320437615,1.46771776720697,1.46566731297719,1.47082189760261,1.46904541912635,1.46648288639683,1.46439244998147,1.46462904536846,1.46753712415422,1.46843222595963,NA,"sd","alphaPSig",25
1.56364510538929,1.55638080204721,1.55817671191036,1.55026278305356,1.5562685255557,1.55420165812116,1.55480808113795,1.55610490009548,1.55716141919889,1.5555258222364,NA,"sd","alphaPsiSig",25
0.206047624228488,0.228621857830227,0.318639070429054,0.321218875682303,0.297408390935807,0.306234927915808,0.270223426979988,0.287515082589482,0.250053575541944,0.250769805018277,NA,"sd","betaP",25
0.304955760284518,0.299705837207549,0.413558475375913,0.41661104810321,0.397008575642161,0.398879495640624,0.348605547816803,0.373048772588349,0.320824488774604,0.347089889657396,NA,"sd","betaPhi",25
1.03689788149049,1.0700829271258,1.10365211770152,1.10190634707055,1.09842065353786,1.10274970653977,1.08181950670228,1.08860043908375,1.07729468231353,1.08812766244881,NA,"sd","betaPsi",25
1.52785427179643,1.56151460317107,1.56055456370476,1.56055456370476,1.56055456370476,1.56055456370476,1.56055456370476,1.56055456370476,1.56055456370476,1.56055456370476,NA,"sd","betaPSig",25
1.64472709830513,1.59705839906527,1.59994620198292,1.59994620198292,1.59994620198292,1.59994620198292,1.59994620198292,1.59994620198292,1.59994620198292,1.59994620198292,NA,"sd","betaPsiSig",25
0.00370994768094381,0.00389010778947659,0.0084151317777121,0.00958110183383871,0.00777356095793772,0.00763369350127334,0.00614037975862852,0.00690941150041159,0.00574202165413314,0.00635039678387555,NA,"sd","colonisationProb",25
